Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Maks;Maks (S8max);Liczba pomiarów;Kompletno?? ;Liczba Lato/Zima;;;;;;
(-);(-);(-);(-);(-);(-);(-);[mg/m3];[mg/m3];[mg/m3];[mg/m3];(-);[%];(-);;;;;;
2008;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,4;0,1;4,1;2,91;8441;96,1;1,0;;;;;;
2008;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,3;0,1;1,9;1,54;8478;96,5;1,0;;;;;;
2008;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,4;0,1;2,5;2,18;8363;95,2;1,0;;;;;;
2008;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,3;0,1;3,6;1,90;8590;97,8;1,0;;;;;;
2008;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;2,6;1,94;8399;95,6;1,0;;;;;;
2008;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;CO;1g;0,2;0,0;1,9;1,41;4674;53,2;0,7;;;;;;
2008;pomorskie;PL2202;strefa pomorska;PmStaGdaLubi;CO;1g;0,6;0,3;3,1;2,73;8508;96,9;1,0;;;;;;
2008;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;CO;1g;0,4;0,1;2,5;1,74;8656;98,5;1,0;;;;;;
2008;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlChorzChor_bator;CO;1g;0,6;0,1;3,1;2,32;8312;94,6;1,0;;;;;;
2008;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;CO;1g;0,4;0,1;2,4;1,99;8024;91,3;1,1;;;;;;
2008;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;CO;1g;0,6;0,2;3,7;2,83;7768;88,4;1,2;;;;;;
2008;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;CO;1g;0,5;0,2;3,5;2,77;4906;55,9;1,7;;;;;;
2008;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;CO;1g;0,8;0,1;8,2;6,21;8079;92,0;0,9;;;;;;
2008;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;CO;1g;0,5;0,1;6,9;4,80;8169;93,0;1,0;;;;;;
2008;?l?skie;PL2404;miasto Cz?stochowa;SlCzestCzes_arkra;CO;1g;0,8;0,1;6,0;4,33;8355;95,1;1,0;;;;;;
2008;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;CO;1g;0,3;0,1;3,3;2,84;8378;95,4;1,0;;;;;;
2008;?l?skie;PL2405;strefa ?l?ska;SlCiesMickie;CO;1g;0,4;0,2;3,4;2,57;4267;48,6;1,0;;;;;;
2008;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;CO;1g;0,8;0,3;2,8;2,64;3294;37,5;0,5;;;;;;
2008;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;CO;1g;0,5;0,1;6,2;4,95;8259;94,0;1,0;;;;;;
2008;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTransp;CO;1g;0,7;0,0;4,5;2,97;8522;97,0;1,0;;;;;;
2008;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,4;0,0;2,2;1,60;8056;91,7;1,2;;;;;;
2008;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;CO;1g;0,3;0,0;3,8;1,89;7818;89,0;0,8;;;;;;
2008;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;CO;1g;0,5;0,1;2,3;1,42;3557;40,5;0,1;;;;;;
2008;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;CO;1g;0,3;0,0;2,8;2,33;6292;71,6;1,6;;;;;;
2008;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;CO;1g;0,4;0,1;3,8;2,15;8097;92,2;1,1;;;;;;
2008;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;CO;1g;0,4;0,0;7,6;3,98;8330;94,8;1,0;;;;;;
2008;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;CO;1g;0,4;0,0;7,3;2,28;8211;93,5;1,0;;;;;;
2008;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,3;0,0;5,2;3,13;7641;87,0;1,2;;;;;;
2008;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczLacz04;CO;1g;0,2;0,0;2,1;1,35;8052;91,7;1,0;;;;;;
2008;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;CO;1g;0,4;0,0;3,1;2,28;7592;86,4;0,9;;;;;;
2009;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;CO;1g;0,4;0,0;5,5;4,48;7551;86,2;1,1;;;;;;
2009;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,4;0,1;5,6;4,38;7646;87,3;0,8;;;;;;
2009;dolno?l?skie;PL0202;miasto Legnica;DsLegZlotor;CO;1g;0,4;0,0;2,5;2,13;8500;97,0;1,0;;;;;;
2009;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;CO;1g;0,4;0,1;4,0;3,00;6732;76,8;0,7;;;;;;
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsGlogSikor;CO;1g;0,4;0,0;1,9;1,38;8690;99,2;1,0;;;;;;
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;CO;1g;0,5;0,0;6,0;5,16;7684;87,7;1,0;;;;;;
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKromolin;CO;1g;0,4;0,1;1,0;0,94;8249;94,2;0,9;;;;;;
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSobczyce;CO;1g;0,4;0,1;2,0;1,37;8711;99,4;1,0;;;;;;
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsTrzebMob;CO;1g;0,4;0,0;2,9;1,97;7051;80,5;0,7;;;;;;
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZabkPowWar;CO;1g;0,4;0,1;3,7;2,18;8108;92,6;1,0;;;;;;
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;CO;1g;0,4;0,1;3,7;2,38;8315;94,9;1,0;;;;;;
2009;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,7;0,1;7,4;7,57;8591;98,1;1,0;;;;;;
2009;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;1,4;0,2;6,2;5,25;2379;27,2;0,1;;;;;;
2009;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;CO;1g;1,7;0,0;9,1;8,33;1806;20,6;0,0;;;;;;
2009;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;CO;1g;0,5;0,0;4,2;5,17;3776;43,1;1,1;;;;;;
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFGolub;CO;1g;0,3;0,1;1,8;1,26;1743;19,9;0,7;;;;;;
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFRadziejowRPGK;CO;1g;0,5;0,2;2,3;1,38;1484;16,9;1,2;;;;;;
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFRypinKOMES;CO;1g;0,4;0,0;1,9;1,08;1579;18,0;0,0;;;;;;
2009;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;CO;1g;0,6;0,1;5,8;3,59;8573;97,9;1,0;;;;;;
2009;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;CO;1g;0,4;0,0;4,2;3,10;8027;91,6;1,0;;;;;;
2009;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,3;0,0;4,6;2,12;8016;91,5;1,0;;;;;;
2009;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;CO;1g;0,4;0,0;5,2;2,61;7788;88,9;1,0;;;;;;
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;CO;1g;0,5;0,1;3,8;2,66;8655;98,8;1,0;;;;;;
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;CO;1g;0,5;0,1;3,9;2,84;8658;98,8;1,0;;;;;;
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzZachod;CO;1g;0,8;0,1;6,0;4,10;8723;99,6;1,0;;;;;;
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdPabiKonsta;CO;1g;0,6;0,1;5,0;3,75;7940;90,6;1,1;;;;;;
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;CO;1g;0,7;0,0;7,0;4,62;8620;98,4;1,0;;;;;;
2009;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;CO;1g;0,6;0,1;5,0;3,75;7940;90,6;1,1;;;;;;
2009;?ódzkie;PL1002;strefa ?ódzka;LdRadomsSoko;CO;1g;0,5;0,1;6,5;4,15;8701;99,3;1,0;;;;;;
2009;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,3;0,2;9,7;7,28;8436;96,3;1,0;;;;;;
2009;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,7;0,1;5,2;4,33;7908;90,3;1,0;;;;;;
2009;ma?opolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;CO;1g;0,5;0,1;7,9;6,75;8340;95,2;1,1;;;;;;
2009;ma?opolskie;PL1203;strefa ma?opolska;MpOlkuFrNull;CO;1g;0,5;0,1;4,1;3,05;7952;90,8;1,0;;;;;;
2009;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebiWIOSPils0303;CO;1g;0,6;0,1;5,7;4,18;8298;94,7;1,0;;;;;;
2009;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;CO;1g;0,7;0,1;5,6;4,40;8640;98,6;1,0;;;;;;
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;0,9;0,2;4,9;3,90;8714;99,5;1,0;;;;;;
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,5;0,1;5,1;4,29;8624;98,4;1,0;;;;;;
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,5;0,1;3,5;2,51;8228;93,9;1,1;;;;;;
2009;mazowieckie;PL1402;miasto P?ock;MzPlockPKN1;CO;1g;0,3;0,0;1,6;1,25;6252;71,4;1,4;;;;;;
2009;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;CO;1g;0,3;0,1;1,6;1,31;7983;91,1;1,0;;;;;;
2009;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;CO;1g;0,4;0,1;3,3;2,16;7945;90,7;1,1;;;;;;
2009;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,5;0,1;5,2;3,90;8498;97,0;1,0;;;;;;
2009;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,3;0,0;1,7;1,44;8673;99,0;1,0;;;;;;
2009;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,5;0,0;4,5;3,85;8245;94,1;1,0;;;;;;
2009;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,6;0,1;5,6;4,74;6110;69,7;0,7;;;;;;
2009;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;CO;1g;0,4;0,0;3,0;2,33;8502;97,1;1,0;;;;;;
2009;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;CO;1g;0,4;0,1;6,7;5,76;8693;99,2;1,0;;;;;;
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,4;0,1;5,3;4,52;8384;95,7;0,9;;;;;;
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,3;0,1;2,0;1,58;8460;96,6;1,0;;;;;;
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,4;0,1;3,1;2,60;8460;96,6;1,0;;;;;;
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,3;0,1;2,2;1,53;8505;97,1;1,0;;;;;;
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;2,3;1,53;8507;97,1;1,0;;;;;;
2009;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;CO;1g;0,3;0,0;1,9;1,52;4359;49,8;1,5;;;;;;
2009;pomorskie;PL2202;strefa pomorska;PmStaGdaLubi;CO;1g;0,6;0,2;4,5;3,08;8447;96,4;1,1;;;;;;
2009;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;CO;1g;0,5;0,2;4,0;2,47;8562;97,7;1,0;;;;;;
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlChorzChor_bator;CO;1g;0,6;0,1;5,0;4,10;8347;95,3;1,0;;;;;;
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;CO;1g;0,5;0,1;3,5;2,99;7228;82,5;1,3;;;;;;
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;CO;1g;0,6;0,1;5,1;4,38;8213;93,8;1,0;;;;;;
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;CO;1g;0,6;0,1;7,3;5,50;8300;94,7;1,0;;;;;;
2009;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;CO;1g;0,6;0,1;10,0;6,73;7252;82,8;1,3;;;;;;
2009;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;CO;1g;0,6;0,1;5,4;3,53;8361;95,4;1,0;;;;;;
2009;?l?skie;PL2404;miasto Cz?stochowa;SlCzestCzes_arkra;CO;1g;0,8;0,1;7,9;5,72;7886;90,0;0,9;;;;;;
2009;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;CO;1g;0,4;0,1;5,1;3,46;8296;94,7;1,0;;;;;;
2009;?l?skie;PL2405;strefa ?l?ska;SlCiesMickie;CO;1g;0,5;0,1;4,0;2,73;8331;95,1;1,0;;;;;;
2009;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;CO;1g;0,6;0,3;1,5;1,27;5216;59,5;5,1;;;;;;
2009;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;CO;1g;0,5;0,1;6,3;3,40;8331;95,1;1,0;;;;;;
2009;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTransp;CO;1g;0,5;0,0;3,7;3,00;5126;58,5;1,8;;;;;;
2009;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,5;0,0;4,4;3,30;8014;91,5;1,0;;;;;;
2009;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;CO;1g;0,4;0,1;2,7;2,04;5548;63,3;0,5;;;;;;
2009;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;CO;1g;0,5;0,1;4,8;3,47;7575;86,5;0,9;;;;;;
2009;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;CO;1g;0,4;0,0;3,5;2,82;8421;96,1;1,0;;;;;;
2009;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;CO;1g;0,5;0,0;5,8;3,51;7492;85,5;1,0;;;;;;
2009;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;CO;1g;0,4;0,0;6,6;5,13;8038;91,8;1,0;;;;;;
2009;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;CO;1g;0,4;0,0;3,6;2,52;8256;94,2;1,0;;;;;;
2009;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;CO;1g;0,4;0,1;2,7;1,89;5551;63,4;0,9;;;;;;
2009;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,4;0,0;5,4;3,59;6941;79,2;0,8;;;;;;
2009;wielkopolskie;PL3003;strefa wielkopolska;WpWKP009;CO;1g;0,4;0,1;1,9;1,63;7080;80,8;0,7;;;;;;
2009;wielkopolskie;PL3003;strefa wielkopolska;WpWKP010;CO;1g;0,4;0,1;2,1;1,61;6339;72,4;0,6;;;;;;
2009;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczecinDO;CO;1g;0,5;0,0;6,0;4,91;6438;73,5;1,0;;;;;;
2009;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczLacz04;CO;1g;0,2;0,0;1,7;0,94;7723;88,2;1,1;;;;;;
2009;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;CO;1g;0,4;0,0;3,9;2,71;7216;82,4;1,1;;;;;;
2010;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;CO;1g;0,7;0,0;4,1;2,84;6647;75,9;1,3;;;;;;
2010;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;CO;1g;0,4;0,0;4,4;2,85;4906;56,0;1,1;;;;;;
2010;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,5;0,1;5,7;4,38;8093;92,4;1,0;;;;;;
2010;dolno?l?skie;PL0202;miasto Legnica;DsLegZlotor;CO;1g;0,4;0,1;2,4;2,18;7437;84,9;1,3;;;;;;
2010;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;CO;1g;0,4;0,1;5,5;4,63;6270;71,6;0,7;;;;;;
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsGlogSikor;CO;1g;0,4;0,1;2,2;1,64;8681;99,1;1,0;;;;;;
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;CO;1g;0,6;0,0;8,3;5,39;6848;78,2;1,3;;;;;;
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKromolin;CO;1g;0,4;0,1;2,0;1,94;8718;99,5;1,0;;;;;;
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSobczyce;CO;1g;0,4;0,1;2,4;1,84;8637;98,6;1,0;;;;;;
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsStrzMob;CO;1g;0,5;0,0;4,8;2,82;6758;77,1;0,8;;;;;;
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZabkPowWar;CO;1g;0,5;0,1;4,1;3,28;7363;84,1;1,2;;;;;;
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;CO;1g;0,4;0,1;4,5;2,63;8289;94,6;1,0;;;;;;
2010;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,8;0,0;8,0;5,66;8381;95,7;1,0;;;;;;
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFAleksandrowK;CO;1g;0,7;0,1;7,1;3,94;1577;18,0;0,7;;;;;;
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFChelmza;CO;1g;0,5;0,0;4,4;2,24;1959;22,4;0,8;;;;;;
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFRadzyn;CO;1g;0,5;0,3;1,4;0,97;1365;15,6;5,7;;;;;;
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKruszwicamob;CO;1g;0,8;0,2;3,0;1,96;1204;13,7;2,8;;;;;;
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;CO;1g;0,4;0,0;1,3;1,07;6440;73,5;0,7;;;;;;
2010;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;CO;1g;0,6;0,1;6,0;3,40;3052;34,8;0,5;;;;;;
2010;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;CO;1g;0,6;0,1;8,5;5,95;4990;57,0;1,3;;;;;;
2010;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;CO;1g;0,5;0,0;4,1;3,67;4827;55,1;1,4;;;;;;
2010;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,3;0,0;3,4;2,89;8039;91,8;1,0;;;;;;
2010;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;CO;1g;0,4;0,0;3,4;2,98;7421;84,7;1,2;;;;;;
2010;lubuskie;PL0803;strefa lubuska;LuZaryWIOS_MOB;CO;1g;0,3;0,0;4,6;3,07;7103;81,1;1,3;;;;;;
2010;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;CO;1g;0,5;0,1;3,5;2,87;8739;99,8;1,0;;;;;;
2010;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;CO;1g;0,6;0,1;3,6;3,15;8703;99,3;1,0;;;;;;
2010;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzZachod;CO;1g;0,9;0,1;5,6;3,82;8725;99,6;1,0;;;;;;
2010;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;CO;1g;0,7;0,1;7,0;4,24;8694;99,2;1,0;;;;;;
2010;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;CO;1g;0,7;0,1;7,6;4,80;8566;97,8;1,0;;;;;;
2010;?ódzkie;PL1002;strefa ?ódzka;LdRadomsSoko;CO;1g;0,6;0,1;8,7;5,42;8685;99,1;1,0;;;;;;
2010;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,3;0,1;6,7;5,81;8694;99,2;1,0;;;;;;
2010;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,7;0,1;4,8;3,97;8016;91,5;1,0;;;;;;
2010;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;CO;1g;0,5;0,1;6,5;5,46;8547;97,6;1,0;;;;;;
2010;ma?opolskie;PL1203;strefa ma?opolska;MpOlkuFrNull;CO;1g;0,6;0,1;4,2;3,85;8526;97,3;1,0;;;;;;
2010;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebiWIOSPils0303;CO;1g;0,5;0,1;5,2;3,86;4801;54,8;1,4;;;;;;
2010;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;CO;1g;0,6;0,1;3,6;2,46;2256;25,8;0,3;;;;;;
2010;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;CO;1g;0,7;0,1;6,3;5,51;8301;94,8;1,1;;;;;;
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;0,8;0,1;4,2;2,86;8584;98,0;1,0;;;;;;
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,3;0,1;2,8;2,09;8553;97,6;1,0;;;;;;
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,5;0,1;2,7;1,93;8705;99,4;1,0;;;;;;
2010;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;CO;1g;0,3;0,1;2,4;1,54;7511;85,7;0,9;;;;;;
2010;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;CO;1g;0,4;0,1;2,0;1,66;8295;94,7;1,1;;;;;;
2010;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,5;0,1;4,8;3,98;8081;92,2;1,1;;;;;;
2010;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,4;0,0;2,1;1,69;8515;97,2;1,0;;;;;;
2010;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,5;0,0;4,3;3,32;7344;83,8;1,1;;;;;;
2010;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,5;0,0;5,4;3,46;7869;89,8;1,0;;;;;;
2010;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;CO;1g;0,4;0,0;5,5;3,79;8447;96,4;1,0;;;;;;
2010;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;CO;1g;0,4;0,0;4,5;2,62;8665;98,9;1,0;;;;;;
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,5;0,1;5,2;3,74;7892;90,1;0,9;;;;;;
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,4;0,1;2,8;2,17;8583;98,0;1,0;;;;;;
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;CO;1g;0,5;0,1;5,8;4,08;8610;98,3;1,0;;;;;;
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,4;0,1;3,4;2,71;8531;97,4;1,0;;;;;;
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,4;0,1;4,5;1,62;8520;97,3;1,0;;;;;;
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;2,1;1,62;8618;98,4;1,0;;;;;;
2010;pomorskie;PL2202;strefa pomorska;PmStaGdaLubi;CO;1g;0,6;0,1;3,9;3,59;8447;96,4;1,0;;;;;;
2010;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;CO;1g;0,5;0,1;4,7;3,73;8289;94,6;1,0;;;;;;
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlChorzChor_bator;CO;1g;0,7;0,2;5,7;4,64;7672;87,6;1,1;;;;;;
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;CO;1g;0,6;0,1;5,0;4,71;8148;93,0;1,0;;;;;;
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;CO;1g;0,6;0,1;5,2;4,33;8107;92,5;1,1;;;;;;
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;CO;1g;0,7;0,1;7,2;5,83;7839;89,5;1,1;;;;;;
2010;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;CO;1g;0,7;0,1;10,4;7,55;7680;87,7;1,1;;;;;;
2010;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;CO;1g;0,6;0,1;6,7;5,39;8337;95,2;1,0;;;;;;
2010;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoArmK;CO;1g;1,0;0,1;8,1;7,40;8372;95,6;1,0;;;;;;
2010;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;CO;1g;0,4;0,1;5,9;4,39;8137;92,9;1,1;;;;;;
2010;?l?skie;PL2405;strefa ?l?ska;SlCiesMickie;CO;1g;0,5;0,1;6,8;5,70;8343;95,2;1,0;;;;;;
2010;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;CO;1g;0,6;0,1;5,2;4,38;8227;93,9;1,0;;;;;;
2010;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;CO;1g;0,5;0,0;5,6;4,29;8267;94,4;1,0;;;;;;
